,Name,Park,Location,Status,Inversions,Speed /mph,Height /ft,Drop /ft,Length /ft,G-Force,Layout,Manufacturer
6227,Aqua Shoot,Funcity,"Bareilly, Uttar Pradesh, India",Operating,,,,,,,Oval,
6228,Roller Coaster,Blue Mountain Go Karts,"Collingwood, Ontario, Canada",Defunct,,,,,,,Oval,Allan Herschell Company
6229,Montaña Rusa,Tivoli World,"Benalmádena, Málaga, Andalusia, Spain",Operating,,,,,,,Zyklon / Galaxi,"Mundial Park, s.r.l."
6230,Family Coaster,Walygator Parc,"Maizières-les-Metz, Grand Est, France",Operating,,,,,,,Big Apple / Wacky Worm,
6231,Valkyria,Liseberg,"Gothenburg, Västra Götaland, Sweden",Operating,3.0,65.2,154.2,164.0,2296.6,,,Bolliger & Mabillard
6232,Dragon Wagon,Luna Park,"Brooklyn, New York, United States",Defunct,,,,,,,Oval,Wisdom Rides
6233,Iron Shark,Galveston Island Historic Pleasure Pier,"Galveston, Texas, United States",Operating,3.0,52.0,100.0,,1246.0,,,Gerstlauer Amusement Rides GmbH
6234,Tsar Hill,Gorky Park,"Krasnodar, Krasnodar Krai, Russia",Operating,,,32.8,,623.3,,,Pax Company
6235,Tornado,Avonturenpark Hellendoorn,"Hellendoorn, Overijssel, Netherlands",Operating,2.0,37.3,82.0,,1509.2,,,Vekoma
6236,Dragon Chinois,Jardin d'Acclimatation,"Paris, Île-de-France, France",Operating,,,16.4,,656.2,,,Soquet
6237,Crazy Mickey Mouse,Dongshan Amusement Park,"Tiedong, Anshan, Liaoning, China",Operating,,,,,,,Mite Mouse,
6238,City Coaster,Beijing Carnival,"Chaoyang, Beijing, China",Defunct,1.0,,36.1,,1197.5,,,Pinfari
6239,Mine Blower,Fun Spot America,"Kissimmee, Florida, United States",Operating,1.0,48.5,83.0,80.5,2290.0,,,Gravitykraft Corporation
6240,Loop the Loop Coaster,Saigon Wonderland,"Ho Chi Minh, Vietnam",Defunct,1.0,,,,,,,Meisho Amusement Machines
6241,Galaxy Express 999,Aqua Park,"Takanawa, Minato, Tokyo, Japan",Defunct,1.0,34.2,,,,,,Intamin Amusement Rides
6242,Fun Alpin Osttirol,Erlebniswelt Assling,"Assling, Tyrol, Austria",Operating,,,,,1804.4,,,Brandauer
6243,Gemini,Cedar Point,"Sandusky, Ohio, United States",Operating,,60.0,125.3,118.0,3935.0,,,Arrow Dynamics
6244,Roller Coaster,Nanhu Park,"Shenyang, Liaoning, China",Operating,2.0,,,,,,,"Hebei Zhongye Metallurgical Equipment Manufacturing Co., Ltd"
6245,Hurricane,Western Playland,"Sunland Park, New Mexico, United States",Operating,,,,,,,,S.D.C.
6246,Little Dipper,Sandy Lake Amusement Park,"Carrollton, Texas, United States",Defunct,,,12.0,,280.0,,Oval,Allan Herschell Company
6247,Speedy Coaster,Gomel Amusement Park,"Gomel, Gomel, Belarus",Operating,,18.6,29.5,,574.2,,,Zamperla
6248,Rexo Coaster,Dinorex,"Crystal Lake, Illinois, United States",Defunct,,,,,,,Oval,Wisdom Rides
6249,Jet Coaster,Kobe Fruit and Flower Park,"Kobe, Hyōgo, Japan",Operating,,,45.9,,,,,Meisho Amusement Machines
6250,Hurricane,Rusutsu Resort,"Rusutsu, Abuta, Shiribeshi, Hokkaido, Japan",Operating,5.0,49.7,109.3,,2260.5,,,Vekoma
6251,Voltron,Planeta Primma,"Guatemala City, Guatemala, Guatemala",Defunct,,35.8,,,1263.1,,,Vekoma
6252,Cyclone,Toshimaen,"Mukouyama, Nerima, Tokyo, Japan",Operating,,40.7,59.1,,2696.8,2.5,,Togo
6253,Odyssey,Fantasy Island,"Ingoldmells, Lincolnshire, England, United Kingdom",Operating,5.0,62.0,167.0,141.0,2924.0,4.8,,Vekoma
6254,Rasender Tausendfüßler,Erlebnispark Tripsdrill,"Cleebronn, Baden Wuerttemberg, Germany",Operating,,22.4,26.3,,1181.1,,Double Figure Eight,Zierer
6255,Creep Caterpillar,Nanchang Sunac Land,"Xinjian, Nanchang, Jiangxi, China",Operating,,,,,,,,Golden Horse
6256,Schmetterling,Lütge Land,"Altfunnixsiel, Lower Saxony, Germany",Defunct,,,20.0,,,,U Shuttle,Sunkid Heege GmbH
6257,Butterfly,Mc-Play Kinderland,"Freudenberg, North Rhine-Westphalia, Germany",Operating,,,,,,,U Shuttle,Sunkid Heege GmbH
6258,Family Inverted Coaster,Happy Valley,"Chaoyang, Beijing, China",Operating,,30.5,65.6,,1328.8,,,Bolliger & Mabillard
6259,Mouse Trap,Wonderland Amusement Park,"Amarillo, Texas, United States",Operating,,,,,,,Zyklon / Galaxi,Pinfari
6260,Nio,Greenland,"Arao, Kumamoto, Japan",Operating,5.0,49.7,109.3,,2260.5,,,Vekoma
6261,Twister,Knoebels Amusement Park & Resort,"Elysburg, Pennsylvania, United States",Operating,,51.5,101.6,89.6,3900.0,,,
6262,Katapult,Morey's Piers,"Wildwood, New Jersey, United States",Defunct,1.0,,,,,,,Schwarzkopf
6263,Rougarou,Cedar Point,"Sandusky, Ohio, United States",Operating,4.0,60.0,145.0,137.0,3900.0,,,Bolliger & Mabillard
6264,Dragon Legend,Romon U-Park,"Yinzhou, Ningbo, Zhejiang, China",Operating,3.0,52.8,,,1935.7,5.0,,Maurer Rides GmbH
6265,Roller-Coaster,Lunapark,"Agde, Occitanie, France",Operating,,,,,,,Zyklon / Galaxi,
6266,Big Apple,Allou Fun Park,"Athens, Attica, Greece",Operating,,,,,,,Big Apple / Wacky Worm,
6267,Grand Huit,La Récré des 3 Curés,"Milizac, Brittany, France",Operating,,,32.8,,,,,Soquet
6268,Speedy Coaster,Sparky's,"Fujairah, Fujairah, United Arab Emirates",Operating,,,,,,,Figure Eight,SBF Visa Group
6269,Dueling Dragons,Guangzhou Sunac Land,"Huadu, Guangzhou, Guangdong, China",Operating,,,183.7,,2723.1,,,Intamin Amusement Rides
6270,Black Hole,Avonturenpark Hellendoorn,"Hellendoorn, Overijssel, Netherlands",Defunct,,,,,,,,Schwarzkopf
6271,Bone Shaker,Knowsley Safari Park,"Prescot, Merseyside, England, United Kingdom",Defunct,,,,,,,,Supercar
6272,Riddler's Revenge,Six Flags Magic Mountain,"Valencia, California, United States",Operating,6.0,65.0,156.0,146.0,4370.0,4.2,,Bolliger & Mabillard
6273,Tivoli Coaster,Toy Kingdom,"Tamano, Okayama, Japan",Operating,,19.9,19.7,,652.9,,,Zierer
6274,Jubilé,Selva Mágica,"Guadalajara, Jalisco, Mexico",Operating,,,,,,,Zyklon / Galaxi,Pinfari
6275,Worm Coaster,Nanhu Dream Land,"Shuangliu, Chengdu, Sichuan, China",Operating,,,,,,,,
6276,Expedition Everest,Walt Disney World - Disney's Animal Kingdom,"Lake Buena Vista, Florida, United States",Operating,,50.0,112.0,80.0,4424.0,,,Vekoma
6277,Jungle Mouse,Shijiazhuang Botanical Garden,"Luquan, Shijiazhuang, Hebei, China",Operating,,,,,,,Jungle Mouse,Beijing Shibaolai Amusement Equipment
6278,Coaster,Playland,"Vancouver, British Columbia, Canada",Operating,,47.0,68.0,67.0,2840.0,,,
6279,Roller Coaster,EuroPark Milano Idroscalo,"Segrate, Lombardy, Italy",Defunct,,28.0,36.1,,1066.3,,,Pinfari
6280,Penguin Coaster,Chimelong Ocean Kingdom,"Xiangzhou, Zhuhai, Guangdong, China",Operating,,,,,,,Oval,Zierer
6281,Treetops Rollercoaster,Oakwood Theme Park,"Narberth, Pembrokeshire, Wales, United Kingdom",Operating,,22.4,26.3,,1181.1,,Double Figure Eight,Zierer
6282,Tornado,Salitre Magico,"Bogotá, Cundinamarca, Colombia",Defunct,,44.0,,,2862.0,,,Schwarzkopf
6283,Stunning Roller Coaster,Shengming Universal City,"Yubei, Chongqing, China",Operating,1.0,,58.7,,1286.1,,,Golden Horse
6284,Runaway Coaster,Funland Park,"Folkestone, Kent, England, United Kingdom",Defunct,,,,,,,Figure Eight,
6285,Fruit Worm Coaster,Zizhuyuan Park,"Haidian, Beijing, China",Operating,,,,,,,,Sun Shiyoule
6286,Abandon Mine,Uncle Bernie's Theme Park,"Fort Lauderdale, Florida, United States",Operating,,,,,,,,Molina & Son's
6287,Karst Cave Coaster,Jin Jiang Action Park,"Minhang, Shanghai, China",Operating,,,,,,,,Zamperla
6288,Train Roller Coaster,TurtleBoo,"Spring Valley, New York, United States",Operating,,,,,,,Oval,Wisdom Rides
6289,Roller Coaster,Sparky's Family Fun Center,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Operating,,,,,,,,SBF Visa Group
6290,Wipeout,Pleasurewood Hills,"Lowestoft, Suffolk, England, United Kingdom",Operating,3.0,47.0,116.5,,935.0,5.2,,Vekoma
6291,Music Coaster feat. Violet,Joypolis,"Putuo, Shanghai, China",Defunct,,,,,,,,Golden Horse
6292,Jet Star,Särkänniemi Amusement Park,"Tampere, Pirkanmaa, Finland",Defunct,,31.1,44.3,,1765.1,,,Schwarzkopf
6293,Dragon Coaster,Mori no Yuenchi,"Noda, Chiba, Japan",Operating,,,,,,,Single Helix (center),Zamperla
6294,Speedy Bob,Bobbejaanland,"Lichtaart, Antwerp, Flemish Region, Belgium",Operating,,28.0,45.9,,1213.9,,Wild Mouse,Mack Rides GmbH & Co KG
6295,Pomme,Kid Parc,"Gujan-Mestras, Nouvelle-Aquitaine, France",Operating,,,,,,,Big Apple / Wacky Worm,Levent Lunapark
6296,RailBlazer,California's Great America,"Santa Clara, California, United States",Operating,3.0,52.0,106.0,,1800.0,,,Rocky Mountain Construction
6297,Lynet,Fårup Sommerland,"Blokhus, Nordjylland, Denmark",Operating,2.0,49.7,65.6,,1771.6,4.5,,Gerstlauer Amusement Rides GmbH
6298,Sky Mountain,Mirabilandia,"Olinda, Pernambuco, Brazil",In Storage,3.0,65.6,191.6,177.0,1204.0,4.5,,Vekoma
6299,Viking Roller Coaster,Energylandia,"Zator, Małopolskie, Poland",Operating,,,42.7,,1049.8,,Wild Mouse,SBF Visa Group
6300,Chenille,Nigloland,"Dolancourt, Grand Est, France",Operating,,,,,,,Big Apple / Wacky Worm,Pinfari
6301,Squalotto,Zoomarine,"Rome, Lazio, Italy",Operating,,,,,,,Big Apple / Wacky Worm,
6302,Camelback Coaster,Gaya Land,"Gimhae, Gyeongsangnam-do, South Korea",Defunct,,,,,,,,Meisho Amusement Machines
6303,Flyer Comet,Whalom Park,"Lunenburg, Massachusetts, United States",Defunct,,35.0,70.0,,2640.0,,,
6304,Lohikäärme-rata,Zones by Särkänniemi,"Lempäälä, Pirkanmaa, Finland",Operating,,,,,,,Figure Eight,SBF Visa Group
6305,Jet Coaster,Jawa Timur Park 1,"Batu, East Java, Indonesia",Operating,,,,,,,,Zamperla
6306,Cyclone,Puritas Springs,"Cleveland, Ohio, United States",Defunct,,,60.0,,,,,
6307,Super Roller Coaster,Great Xingdong Tourist World,"Puding, Anshun, Guizhou, China",Operating,1.0,,59.0,,1286.1,,,Golden Horse
6308,Crazy Mouse,Beijing World Park,"Fengtai, Beijing, China",Defunct,,,,,,,Mite Mouse,Beijing Shibaolai Amusement Equipment
6309,Fruit Worm Coaster,Fantawild Sci-Fi Theme Park,"Jiangbei, Chongqing, China",Defunct,,,,,,,Oval,Golden Horse
6310,Mountain Coaster,Park City Mountain Resort,"Park City, Utah, United States",Operating,,,,,3887.8,,,Wiegand
6311,Bob,Efteling,"Kaatsheuvel, North Brabant, Netherlands",Defunct,,37.3,65.6,,1719.2,,,Intamin Amusement Rides
6312,Luge-Alpine Coaster,Parc d'attractions - Amusement Park de Chamonix,"Chamonix, Auvergne-Rhône-Alpes, France",Operating,,,,,2608.3,,,Wiegand
6313,Bat,Lagoon,"Farmington, Utah, United States",Operating,,26.0,48.6,,1122.1,2.2,,Vekoma
6314,Rails,Valleyfair!,"Shakopee, Minnesota, United States",Defunct,,,,,,,,Schwarzkopf
6315,Apple Zapple,Kings Dominion,"Doswell, Virginia, United States",Operating,,35.0,51.8,49.8,1312.3,,Wild Mouse,Mack Rides GmbH & Co KG
6316,Grizzly,California's Great America,"Santa Clara, California, United States",Operating,,55.0,91.0,,3250.0,,,
6317,Galaxy Spin,Legoland Florida,"Winter Haven, Florida, United States",Defunct,,29.1,42.7,,1377.9,2.5,Wild Mouse,Zamperla
6318,Suspended Roller Coaster,Loca Joy Holiday Theme Park,"Yongchuan, Chongqing, China",Operating,,29.1,,,1246.8,,,Golden Horse
6319,Tibidabo Express,Tibidabo,"Barcelona, Barcelona, Catalonia, Spain",Operating,,,,,,,,Zamperla
6320,Sky Train,Natural World Amusement Park,"Yangon, Yangon, Myanmar",Operating,,,,,,,,
6321,Roller Coaster Universal,Park Rozrywki i Miniatur Sabat Krajno,"Kielce, Świętokrzyskie, Poland",SBNO,,,,,,,,
6322,Boulder Dash,Lake Compounce,"Bristol, Connecticut, United States",Operating,,60.0,,115.0,4725.0,,Terrain,"Custom Coasters International, Inc."
6323,Montaña Rusa,Smir Park,"M'diq, Tanger-Tetouan-Al Hoceima, Morocco",Operating,,,,,,,Zyklon / Galaxi,
6324,Whirlwind,Seabreeze,"Rochester, New York, United States",Operating,,37.3,50.8,,1391.1,,,Maurer Rides GmbH
6325,Wacky Worm,Craig Tara Holiday Park,"Ayr, South Ayrshire, Scotland, United Kingdom",Defunct,,,,,,,Big Apple / Wacky Worm,Fajume
6326,Brucomela,Parco Giochi Wonderland,"Aversa, Campania, Italy",Operating,,,,,,,Big Apple / Wacky Worm,
6327,Morgawr,Camel Creek Adventure Park,"Tredinnick, Cornwall, England, United Kingdom",Operating,,,,,,,,
6328,Roller Coaster,Qiushuishan Park,"Longgang, Shenzhen, Guangdong, China",Defunct,3.0,,,,,,,"Hebei Zhongye Metallurgical Equipment Manufacturing Co., Ltd"
6329,Canyon Blaster,Adventuredome,"Las Vegas, Nevada, United States",Operating,4.0,41.0,94.0,66.0,2423.0,,,Arrow Dynamics
6330,Batman The Ride,Six Flags Mexico,"Mexico City, Mexico",Operating,5.0,49.7,109.3,,2260.5,,,Vekoma
6331,Wicked Cyclone,Six Flags New England,"Agawam, Massachusetts, United States",Operating,3.0,55.0,109.0,,3320.0,,,Rocky Mountain Construction
6332,unknown,Chengdu Amusement Park,"Chenghua, Chengdu, Sichuan, China",Defunct,,,,,,,Mite Mouse,
6333,Batman,Malmö Folkets Park,"Malmö, Skåne, Sweden",Defunct,,,32.8,,,2.5,Wild Mouse,Fabbri
6334,Phoenix Adventure,Nanning Wanda Theme Park,"Yongning, Nanning, Guangxi, China",Operating,,37.3,80.4,,1804.5,,,Golden Horse
6335,White Lightnin',Carowinds,"Charlotte, North Carolina, United States",Defunct,1.0,57.0,137.8,,863.0,,Shuttle Loop,Schwarzkopf
6336,Jumbo Jet,Chelyuskintsev Park,"Minsk, Minsk, Belarus",Operating,,,,,,,,Schwarzkopf
6337,Inertia Train,Zhongshan Park,"Changning, Shanghai, China",Operating,,,,,,,Twin Helix,Shanghai Qingpu
6338,Ghoster Coaster,Canada's Wonderland,"Vaughan, Ontario, Canada",Operating,,35.0,41.0,39.0,1356.0,,,
6339,Switchback,Family Park,"Almaty, Almaty, Kazakhstan",Operating,,,,,,,,FAB
6340,Canyon Blaster,Great Escape,"Queensbury, New York, United States",Operating,,45.0,56.0,,2036.0,,,Arrow Dynamics
6341,Double Loop Roller Coaster,Honey Lake Entertainment City,"Futain, Shenzhen, Guangdong, China",Defunct,2.0,,,,,,,
6342,Ice Mountain,Fantasy Island,"Ingoldmells, Lincolnshire, England, United Kingdom",Operating,,29.1,42.7,,1377.9,2.5,Wild Mouse,Reverchon
6343,Spook Express,Joyland Childrens Fun Park,"Great Yarmouth, Norfolk, England, United Kingdom",Operating,,,,,,,,WGH Transportation
6344,Sky Scream,Holiday Park,"Hassloch, Rhineland-Palatinate, Germany",Operating,1.0,62.0,150.0,,863.0,,,Premier Rides
6345,Ali Baba Coaster,Gloria's Fantasyland,"Dapitan City, Zamboanga del Norte, Philippines",Operating,,40.0,,,,,Zyklon / Galaxi,Pinfari
6346,Rasender Tausendfüßler,Erlebnispark Tripsdrill,"Cleebronn, Baden Wuerttemberg, Germany",Operating,,22.4,26.3,,1181.1,,Double Figure Eight,Zierer
6347,Jungle Trailblazer,Fantawild Asian Legend,"Qingxiu, Nanning, Guangxi, China",Operating,,54.1,108.3,100.8,3198.8,,,Martin & Vleminckx
6348,Rainbow Children Coaster,Sun Park,"Chaoyang, Beijing, China",Operating,,,,,656.2,,,"Beijing Jiuhua Amusement Rides Manufacturing Co., Ltd."
6349,Butterfly,Mc-Play Kinderland,"Freudenberg, North Rhine-Westphalia, Germany",Operating,,,,,,,U Shuttle,Sunkid Heege GmbH
6350,Grover's Alpine Express,Busch Gardens Williamsburg,"Williamsburg, Virginia, United States",Operating,,,24.0,,600.0,,,Zierer
6351,Zoomerang,Lake Compounce,"Bristol, Connecticut, United States",Operating,3.0,47.0,116.5,,935.0,5.2,,Vekoma
6352,Cobra,Paultons Park,"Romsey, Hampshire, England, United Kingdom",Operating,,31.1,54.2,,1476.4,,,Gerstlauer Amusement Rides GmbH
6353,Texas Giant,Six Flags Over Texas,"Arlington, Texas, United States",Defunct,,62.0,143.0,137.0,4920.0,,,Dinn Corporation
6354,Gemini,Cedar Point,"Sandusky, Ohio, United States",Operating,,60.0,125.3,118.0,3935.0,,,Arrow Dynamics
6355,Spinning Coaster,Window of the World,"Kaifu, Changsha, Hunan, China",Defunct,,,,,1115.5,,Wild Mouse,"Beijing Jiuhua Amusement Rides Manufacturing Co., Ltd."
6356,Space Car,Shiba Luohan Mountain Forest Park,"Nansha, Guangzhou, Guangdong, China",Operating,,,,,,,Single Helix (right),
6357,Ragin' Cajun,Six Flags Great America,"Gurnee, Illinois, United States",Defunct,,29.1,42.7,,1377.9,2.5,Wild Mouse,Zamperla
6358,F.L.Y.,Phantasialand,"Brühl, North Rhine-Westphalia, Germany",Under Construction,,,,,,,,Vekoma
6359,Gauntlet,Camelot Theme Park,"Chorley, Lancashire, England, United Kingdom",Defunct,1.0,,36.1,,1197.5,,,Pinfari
6360,Thunder Express,Dollywood,"Pigeon Forge, Tennessee, United States",Defunct,,37.0,32.0,41.0,2349.0,,,Arrow Dynamics
6361,Öksökö Öfkesi,Wonderland Eurasia,"Ankara, Ankara, Turkey",Under Construction,2.0,,151.6,,590.6,,,Beijing Shibaolai Amusement Equipment
6362,Dark Ride,E-DA Theme Park,"Dashu Township, Kaohsiung, Taiwan",Operating,,28.0,49.3,,1328.8,,,Vekoma
6363,Formula,VVC Wheel Park,"Moscow, Moscow, Russia",Defunct,,,,,,,,Pax Company
6364,Looping Star,Rand Show,"Johannesburg, Gauteng, South Africa",Operating,1.0,,,,,,,Schwarzkopf
6365,Teddy Bear,Stricker's Grove,"Ross, Ohio, United States",Operating,,,,,,,,
6366,Timber Ripper Mountain Coaster,Okemo Mountain Resort,"Ludlow, Vermont, United States",Operating,,,,,3083.9,,,Wiegand
6367,Sky Wheel,Skyline Park,"Bad Wörishofen, Bavaria, Germany",Operating,2.0,65.3,151.6,,492.2,5.0,,Maurer Rides GmbH
6368,Mad Mouse,Pleasure Garden,"Hitachi, Ibaraki, Japan",Defunct,,,,,,,Wild Mouse,"Senyo Kogyo Co., Ltd."
6369,Montanha Russa,Parque de Diversão Barilândia,"Belford Roxo, Rio De Janeiro, Brazil",Operating,,,,,,,Zyklon / Galaxi,Pinfari
6370,New Wilder Wild Mouse,Lagoon,"Farmington, Utah, United States",Defunct,,,,,,,Wild Mouse,
6371,Rhythmical Coaster,Harmonyland,"Hiji, Hayami, Ōita, Japan",Operating,,,,,,,,
6372,Elf,Hirakata Park,"Hirakata, Osaka, Japan",Operating,,36.1,60.7,,2282.2,,,Intamin Amusement Rides
6373,Candy Cane Coaster,Santa's Workshop,"Cascade, Colorado, United States",Operating,,,,,,,Oval,Molina & Son's
6374,Alpina Blitz,Nigloland,"Dolancourt, Grand Est, France",Operating,,51.6,108.3,,2358.9,4.3,,Mack Rides GmbH & Co KG
6375,Luge L'Orrian Express,Les Orres,"Les Orres, Provence-Alpes-Côte d'Azur, France",Operating,,,,,2526.2,,,Wiegand
6376,Sooperdooperlooper,Hersheypark,"Hershey, Pennsylvania, United States",Operating,1.0,,,75.0,2614.0,,Terrain,Schwarzkopf
6377,Flash: Vertical Velocity,Six Flags Discovery Kingdom,"Vallejo, California, United States",Operating,1.0,65.0,150.0,,630.0,,U Shuttle,Intamin Amusement Rides
6378,Underground Exploration,Window of the World,"Nanshan, Shenzhen, Guangdong, China",Defunct,,,,,,,,Beijing Shibaolai Amusement Equipment
6379,Golden Whirlwind,Fantawild Dreamland,"Jiujiang, Wuhu, Anhui, China",Operating,3.0,43.5,75.5,,1624.0,,,Sameco
6380,Cannon Ball,Lake Winnepesaukah,"Rossville, Georgia, United States",Operating,,50.0,70.0,70.0,2272.0,,Out and Back,"Philadelphia Toboggan Coasters, Inc."
6381,Spatiale Expérience,Nigloland,"Dolancourt, Grand Est, France",Operating,,37.3,65.6,,2624.7,4.5,,Mack Rides GmbH & Co KG
6382,Garden Fantasy,Guangzhou Sunac Land,"Huadu, Guangzhou, Guangdong, China",Operating,,,,,,,,Beijing Shibaolai Amusement Equipment
6383,Family Train,Hawally Park,"Hawally, Hawalli, Kuwait",Operating,,,13.0,,262.5,,Single Helix (center),Zamperla
6384,Roller Skater,Kijima Kogen,"Beppu, Ōita, Japan",Operating,,21.7,27.9,,679.2,,,Vekoma
6385,Cyclon,Nokkakivi Park,"Lievestuore, Central Finland, Finland",Operating,,,,,1148.3,,Zyklon / Galaxi,Interpark
6386,Cyclone,Wonderland Amusement Park,"Amarillo, Texas, United States",Operating,,,,,,,Wild Mouse,Miler Manufacturing
6387,Dare Devil Dive,Six Flags Over Georgia,"Austell, Georgia, United States",Operating,3.0,52.0,95.0,,2099.0,,,Gerstlauer Amusement Rides GmbH
6388,Excalibur,Six Flags AstroWorld,"Houston, Texas, United States",Defunct,,46.0,88.0,80.0,2637.0,,,Arrow Dynamics
6389,Linear Gale,Tokyo Dome City,"Bunkyo, Tokyo, Japan",Defunct,,,,,,,U Shuttle,Intamin Amusement Rides
6390,Sky Train,Yatanabon Park,"Mandalay, Mandalay, Myanmar",Defunct,,,,,,,Single Helix (left),Golden Horse
6391,Bat Diving Speedy Car,Hangzhou Children's Park,"Xihu, Hangzhou, Zhejiang, China",Defunct,,18.6,26.3,,656.2,,,Nanfang Amusement Rides Co.
6392,Family Worm,Family Park,"Medulin, Istria, Croatia",Operating,,,,,,,Big Apple / Wacky Worm,SBF Visa Group
6393,Polar Mine Train,Shijiazhuang Botanical Garden,"Luquan, Shijiazhuang, Hebei, China",Operating,,,,,,,,Beijing Shibaolai Amusement Equipment
6394,Puff the Little Fire Dragon,Lagoon,"Farmington, Utah, United States",Operating,,16.2,10.8,,197.5,,Oval,Zierer
6395,Loop Coaster,Tojoko Toy Kingdom,"Tojo, Hyōgo, Japan",Defunct,1.0,,,,,,,
6396,Crazy Bats,Phantasialand,"Brühl, North Rhine-Westphalia, Germany",Operating,,28.9,38.4,,3851.7,,,Vekoma
6397,Roller Coaster,Paul Bunyan Land,"Brainerd, Minnesota, United States",Operating,,,,,,,Oval,Molina & Son's
6398,Sped Slide,Jiulong Park,"Longwen, Zhangzhou, Fujian, China",Operating,,24.9,,,,,Jungle Mouse,Guangdong Zhongshan Kangle Entertainment Co. Ltd
6399,Desert Storm,Castles n' Coasters,"Phoenix, Arizona, United States",Operating,2.0,,,,,,,Hopkins
6400,Fujiyama,Fuji-Q Highland,"Fujiyoshida, Yamanashi, Japan",Operating,,80.8,259.2,229.7,6708.7,3.5,,Togo
6401,Shock,Rainbow MagicLand,"Valmontone, Lazio, Italy",Operating,1.0,59.0,114.8,,2460.7,,,Maurer Rides GmbH
6402,Silver Bullet,Knott's Berry Farm,"Buena Park, California, United States",Operating,6.0,55.0,146.0,109.0,3125.0,,,Bolliger & Mabillard
6403,Fantasia Mini Special,Tongdo Fantasia,"Yangsan, Gyeongsangbuk-do, South Korea",Operating,,,,,,,,
6404,Yellənçək Kəpənək,Qəbələnd,"Gabala, Shaki-Zaqatala, Azerbaijan",Operating,,,,,,,U Shuttle,Sunkid Heege GmbH
6405,Dominator,Geauga Lake & Wildwater Kingdom,"Aurora, Ohio, United States",Defunct,5.0,65.0,157.0,148.0,4210.0,3.8,,Bolliger & Mabillard
6406,Die! Wilde Maus,RitterRost - Magic Park Verden,"Verden, Lower Saxony, Germany",Defunct,,14.0,16.0,,541.0,,,S&MC
6407,Crazy Mouse,Sakura Valley Theme Paradise,"Qingxiu, Nanning, Guangxi, China",Operating,,,,,,,Jungle Mouse,"Zhongshan Playground Equipment Engineering Co., Ltd."
6408,Roller Soaker,Hersheypark,"Hershey, Pennsylvania, United States",Defunct,,20.5,70.0,,1300.0,,,Setpoint
6409,Roller Coaster,Nguyen Van Tri Park,"Biên Hòa, Đồng Nai, Vietnam",Operating,,,,,,,Single Helix (left),Sấu Con
6410,Flare Meteor,Fantawild Adventure,"Jinghu, Wuhu, Anhui, China",Operating,4.0,49.7,124.0,,,,,Golden Horse
